fco,epsco,D,L,ff,Ef,tf,epscu
49.6,0.21,105,200,3732,115.2,3.86,0.94
79.6,0.46,70,210,3732,116.0,0.9,1.09
55.2,0.25,194,200,2060,118.0,0.191,0.95
107.3,0.25,70,200,2060,128.5,0.143,2.3
50.64,0.35,105,450,2060,115.2,1.2,1.3
107.3,0.24,150,152,2930,118.0,0.6,0.4
50.64,0.24,100,582,2900,125.7,0.286,2.07
39.2,0.2,194,762,2060,116.0,0.191,1.62
55.2,0.21,194,210,2663,115.2,2.56,1.85
82.4,0.21,194,762,2663,128.5,0.4,1.65
119.3,0.29,152,305,2663,99.0,1.2,1.68
77.0,0.29,194,152,2060,128.5,1.27,0.93
35.4,0.21,100,762,2900,13.6,2.56,4.78
37.2,0.25,70,305,2930,125.7,0.572,1.95
102.2,0.3,152,582,3732,128.5,0.3,1.89
77.0,0.19,152,305,2060,128.5,0.143,1.65
77.2,0.2,194,762,3732,128.5,0.9,1.61
77.9,0.31,152,582,3732,116.0,0.9,2.18
47.3,0.21,194,457,2390,120.0,0.2,3.8
102.2,0.27,100,210,2663,115.2,0.095,3.15
101.18,0.21,150,152,2900,120.0,0.6,1.58
35.4,0.26,152,152,2900,125.7,0.6,2.11
107.3,0.28,194,762,2060,118.0,0.858,2.01
77.9,0.27,152,210,2663,13.6,0.095,1.15
77.0,0.23,152,305,2900,128.5,0.2,3.45
50.64,0.31,70,582,2060,99.0,0.2,1.71
106.0,0.25,70,300,3732,116.0,0.9,0.42
84.9,0.31,194,152,2900,99.0,0.4,1.75
29.6,0.27,152,582,2663,99.0,0.3,1.61
57.5,0.25,152,305,2060,99.0,1.2,1.56
29.6,0.29,150,152,230,115.2,3.86,3.04
37.2,0.46,105,315,2930,120.0,0.858,1.97
51.1,0.28,70,457,2663,99.0,0.9,1.47
83.0,0.23,100,200,230,99.0,0.286,1.71
28.79,0.2,152,762,2390,116.0,0.4,2.86
55.2,0.35,150,582,3732,99.0,2.56,1.02
107.3,0.35,70,152,2390,125.7,0.507,2.96
109.8,0.35,70,305,2930,115.2,3.86,0.95
101.18,0.23,194,305,230,128.5,0.507,1.11
37.0,0.23,100,457,2930,118.0,0.572,1.44
101.18,0.46,100,315,2060,116.0,0.3,1.92
109.8,0.27,70,457,2900,13.6,0.072,2.18
55.2,0.31,194,210,2663,118.0,0.8,2.18
110.1,0.24,105,762,2663,116.0,0.572,4.6
114.7,0.21,152,305,3732,120.0,0.3,0.71
82.4,0.46,100,582,3732,125.7,0.191,1.49
102.0,0.28,194,210,2390,120.0,0.4,1.15
83.6,0.28,194,305,2390,13.6,0.507,2.89
83.0,0.24,100,200,2060,118.0,0.286,0.78
51.1,0.19,100,315,2663,118.0,0.6,1.75
35.5,0.33,152,582,2900,118.0,3.86,2.38
119.3,0.19,194,200,230,99.0,0.572,1.49
83.0,0.26,70,305,2930,99.0,0.169,2.01
37.0,0.19,152,300,2900,115.2,1.2,2.32
78.5,0.46,152,305,2930,116.0,0.191,1.45
107.3,0.21,70,210,2390,115.2,0.095,1.92
77.2,0.45,105,457,3732,128.5,0.095,0.58
28.79,0.45,105,300,2390,13.6,0.2,3.48
77.2,0.25,152,762,2390,120.0,0.4,1.92
37.0,0.46,152,300,2390,99.0,0.286,1.67
50.64,0.27,152,450,3732,99.0,0.191,2.12
102.0,0.3,194,210,2900,118.0,0.3,1.9
50.64,0.25,152,582,2060,115.2,0.572,3.01
82.4,0.28,152,152,3732,99.0,0.572,0.91
109.8,0.29,100,457,2060,120.0,0.4,2.53
85.9,0.24,100,315,2390,128.5,0.095,1.65
82.4,0.25,194,305,2900,99.0,0.338,2.33
43.0,0.2,100,315,2390,118.0,0.6,0.71
104.5,0.27,100,762,2060,125.7,0.3,2.48
106.0,0.33,70,305,2060,125.7,0.338,3.17
74.0,0.34,70,300,2060,115.2,0.286,0.45
100.0,0.33,100,457,2060,115.2,0.3,2.49
36.6,0.21,194,200,2900,99.0,0.572,0.37
119.3,0.46,152,315,2930,99.0,0.6,1.29
51.1,0.34,100,450,2390,115.2,0.072,0.6
51.1,0.31,105,762,2390,115.2,0.143,3.8
35.5,0.35,150,457,2663,118.0,0.3,0.82
100.0,0.25,100,300,2390,125.7,1.2,1.11
51.1,0.21,70,582,2390,120.0,0.507,0.89
106.0,0.28,152,305,2060,99.0,0.2,2.86
77.0,0.46,100,152,2900,128.5,1.2,3.22
107.3,0.3,152,210,2663,115.2,0.3,2.49
46.43,0.35,70,305,2900,115.2,0.2,0.37
43.0,0.34,150,305,2663,120.0,0.338,3.11
84.9,0.25,152,582,2663,118.0,0.3,0.89
107.3,0.45,105,315,3732,125.7,0.169,0.78
102.0,0.25,150,152,2390,128.5,0.6,0.54
83.0,0.24,100,200,2900,118.0,0.286,3.18
74.0,0.24,70,450,2060,128.5,0.2,1.64
102.0,0.46,152,305,230,116.0,0.2,0.57
34.0,0.45,100,450,2060,125.7,1.27,3.21
83.6,0.33,152,200,2930,115.2,0.3,1.98
110.1,0.28,105,457,2900,128.5,0.8,1.44
100.0,0.46,194,210,2663,116.0,0.858,1.45
50.64,0.2,152,305,2060,116.0,0.072,0.88
43.0,0.3,100,300,2060,116.0,0.286,1.68
35.5,0.26,105,457,230,128.5,0.858,2.05
110.1,0.27,100,210,2930,125.7,0.507,3.48
77.2,0.31,70,315,2390,116.0,0.2,3.18
34.0,0.45,152,305,2900,116.0,0.3,0.91
83.0,0.46,100,762,2060,128.5,1.27,1.47
77.2,0.3,100,210,2060,115.2,0.8,3.01
109.8,0.46,70,210,230,128.5,2.56,0.39
114.7,0.2,70,315,230,99.0,0.095,3.21
79.6,0.31,70,315,2930,128.5,0.507,2.07
110.1,0.23,194,152,2930,120.0,2.56,3.45
77.9,0.28,152,300,3732,118.0,0.3,1.64
82.4,0.2,105,450,2060,128.5,0.572,1.85
49.4,0.26,152,582,2900,116.0,0.143,3.45
49.4,0.24,105,210,2900,13.6,0.9,2.49
36.6,0.46,100,305,2900,13.6,0.057,3.21
106.0,0.21,152,300,2060,125.7,3.86,2.77
83.0,0.46,70,305,2930,120.0,0.507,0.37
37.2,0.34,152,152,3732,116.0,0.6,0.4
77.9,0.35,152,305,230,99.0,0.095,3.15
78.0,0.45,70,457,2900,118.0,0.8,2.89
78.0,0.33,70,315,230,125.7,0.8,1.29
46.43,0.33,100,582,3732,118.0,0.169,2.47
49.6,0.31,194,200,2900,128.5,0.191,1.56
77.2,0.21,105,210,3732,125.7,0.507,2.49
110.2,0.25,105,200,2390,120.0,0.9,1.4
102.2,0.2,100,200,3732,118.0,0.507,2.09
83.0,0.2,100,300,2390,99.0,0.095,3.48
83.0,0.33,100,762,2390,99.0,0.286,1.68
35.4,0.2,150,152,2390,128.5,0.4,3.73
39.2,0.31,194,200,2060,115.2,0.6,1.75
28.79,0.19,70,457,3732,128.5,0.286,2.01
84.9,0.33,150,200,2060,118.0,0.286,1.98
37.0,0.23,100,300,2060,118.0,0.572,1.63
82.4,0.35,100,200,2930,99.0,1.27,1.3
77.0,0.3,105,300,2060,116.0,0.072,1.92
83.0,0.31,100,762,2663,13.6,0.8,3.31
109.8,0.25,105,152,2390,99.0,2.56,1.08
102.2,0.45,152,300,2390,120.0,3.86,1.61
82.4,0.35,194,582,2060,128.5,0.858,2.38
74.0,0.27,194,152,2060,120.0,0.2,1.11
101.18,0.31,152,457,3732,99.0,0.2,1.58
39.2,0.25,152,300,2390,99.0,0.072,2.09
101.18,0.19,150,152,2390,116.0,0.072,1.97
78.5,0.24,152,152,2900,128.5,0.2,0.46
49.4,0.46,70,450,2060,128.5,0.072,0.57
29.6,0.29,150,305,2390,118.0,0.286,2.01
119.3,0.35,105,210,2060,125.7,0.143,1.89
110.1,0.35,152,300,2060,116.0,0.057,1.29
102.0,0.19,100,200,2060,125.7,0.6,0.4
85.9,0.3,194,582,2663,128.5,0.169,3.45
29.6,0.25,105,200,2060,128.5,3.86,0.89
102.0,0.29,150,200,2390,125.7,0.072,1.56
57.5,0.46,194,200,2663,120.0,0.9,2.2
39.0,0.35,100,582,2390,115.2,0.8,1.71
39.2,0.35,150,582,2900,128.5,0.572,4.6
78.5,0.23,70,200,2060,13.6,0.4,1.85
55.2,0.3,152,582,2060,125.7,0.191,2.34
37.0,0.33,152,450,2900,118.0,0.338,1.49
34.0,0.24,100,582,2663,128.5,0.572,1.63
39.0,0.27,100,152,2060,128.5,0.095,2.05
35.5,0.23,70,152,2663,125.7,0.6,3.15
35.4,0.25,152,305,2900,118.0,0.8,3.15
101.18,0.24,105,305,2930,128.5,0.338,2.12
83.0,0.23,105,450,230,118.0,0.338,1.42
100.0,0.21,100,457,2930,128.5,0.143,0.45
104.5,0.23,194,315,2900,99.0,0.858,1.06
37.0,0.46,150,152,2663,116.0,0.858,2.49
107.3,0.34,194,582,2390,115.2,0.338,1.09
46.43,0.25,100,450,2900,118.0,0.286,1.45
57.5,0.24,152,200,2060,99.0,0.2,2.23
39.2,0.31,105,457,2060,120.0,1.2,2.81
50.64,0.46,105,582,230,116.0,0.858,2.05
39.0,0.24,100,305,2060,99.0,2.56,2.81
50.64,0.46,70,200,3732,99.0,0.095,1.75
106.0,0.34,100,315,2663,116.0,1.2,2.34
39.2,0.27,100,762,2663,125.7,0.8,3.39
39.2,0.3,150,200,2060,13.6,0.286,1.64
57.5,0.33,152,450,2390,125.7,1.2,0.36
39.2,0.45,194,762,2900,128.5,2.56,3.39
77.2,0.26,152,210,230,99.0,0.572,1.64
74.0,0.25,100,582,3732,128.5,0.6,0.6
39.2,0.28,105,450,2663,125.7,0.072,1.02
104.5,0.27,150,300,2060,99.0,0.338,3.4
83.0,0.29,152,200,2663,118.0,0.9,2.07
78.5,0.35,100,200,2663,118.0,0.6,2.06
83.0,0.25,100,210,2900,13.6,0.858,1.75
110.1,0.26,194,762,3732,116.0,0.072,2.6
57.5,0.25,194,210,2060,116.0,0.9,0.46
77.0,0.24,152,582,230,118.0,0.4,2.01
39.2,0.28,100,305,2663,125.7,0.2,1.25
106.0,0.27,150,762,2390,99.0,0.858,1.85
79.6,0.2,194,305,2060,118.0,1.2,1.62
78.0,0.34,100,300,2930,116.0,1.27,3.18
77.0,0.24,194,582,3732,99.0,0.095,2.11
46.43,0.46,105,762,3732,128.5,0.2,2.38
110.2,0.31,150,210,3732,13.6,0.095,1.4
80.5,0.45,100,200,2930,118.0,0.286,1.47
77.0,0.27,70,152,2060,125.7,0.072,1.75
46.43,0.25,100,300,2930,115.2,0.072,3.5
36.6,0.23,150,152,230,115.2,0.2,2.32
77.9,0.31,152,305,2390,116.0,0.4,1.85
107.3,0.21,70,210,2060,99.0,3.86,3.48
57.5,0.25,152,305,2900,118.0,0.507,2.09
39.2,0.25,194,305,2663,128.5,1.27,0.4
102.2,0.28,100,457,2663,118.0,0.2,2.18
77.0,0.31,150,300,3732,128.5,0.9,3.8
74.0,0.29,152,450,3732,128.5,0.191,1.61
46.43,0.34,105,457,2663,118.0,0.2,0.57
110.1,0.28,150,457,3732,13.6,0.095,3.21
49.6,0.24,152,300,230,115.2,3.86,1.71
47.3,0.21,194,152,2060,128.5,0.191,1.64
39.2,0.26,152,300,2060,118.0,0.057,1.45
83.0,0.26,194,582,230,128.5,0.9,0.38
110.1,0.21,105,300,2390,118.0,0.095,2.38
110.1,0.25,152,152,3732,118.0,0.338,2.23
39.2,0.2,100,305,2900,125.7,2.56,2.07
85.9,0.46,152,200,2900,99.0,0.057,2.05
80.5,0.33,194,582,230,125.7,0.2,3.21
39.0,0.2,194,210,2390,115.2,3.86,1.71
43.0,0.26,105,210,230,13.6,0.858,0.42
46.43,0.46,152,300,2390,116.0,0.338,2.09
55.2,0.31,194,762,2900,120.0,0.072,0.37
82.4,0.21,105,457,2060,115.2,0.072,1.68
51.1,0.2,150,305,2060,118.0,0.072,0.95
101.18,0.23,105,300,2900,116.0,0.3,3.45
119.3,0.25,100,582,2900,120.0,0.286,3.22
101.18,0.23,100,300,2390,128.5,0.169,1.89
77.2,0.46,150,305,2900,116.0,0.4,2.38
36.6,0.24,152,315,2900,116.0,0.9,0.45
39.0,0.21,100,305,2900,115.2,0.9,2.31
101.18,0.21,152,762,3732,13.6,3.86,0.36
78.5,0.46,194,457,3732,120.0,0.3,0.88
36.6,0.19,105,762,2663,128.5,0.6,3.45
119.3,0.21,150,457,2390,118.0,0.072,2.33
119.3,0.3,100,300,2900,128.5,0.858,4.39
102.0,0.45,100,305,2663,99.0,0.858,3.31
37.2,0.29,194,200,2060,128.5,0.095,3.4
100.0,0.27,105,300,2060,128.5,2.56,3.73
80.5,0.3,194,200,2060,116.0,0.143,2.18
49.4,0.2,100,200,2900,128.5,0.338,1.78
39.0,0.24,152,305,3732,118.0,0.191,2.33
79.6,0.25,152,450,230,128.5,3.86,1.98
84.9,0.24,70,200,2390,128.5,0.3,1.89
102.2,0.35,100,315,2663,13.6,0.858,1.61
35.4,0.34,100,200,3732,116.0,0.8,1.09
83.6,0.23,105,210,2663,120.0,0.191,3.37
102.2,0.25,194,315,230,99.0,0.169,1.4
37.2,0.35,152,200,2900,125.7,0.338,2.18
39.2,0.28,70,582,2900,118.0,2.56,1.43
110.1,0.2,194,315,2390,128.5,1.27,1.96
49.6,0.3,152,762,2060,116.0,0.095,2.47
104.5,0.27,105,200,2390,115.2,0.3,1.29
37.0,0.3,152,582,2060,115.2,0.9,2.32
57.5,0.25,105,457,2390,118.0,0.4,3.39
110.2,0.24,152,300,2930,128.5,0.8,0.36
110.1,0.19,150,457,230,115.2,0.338,3.37
110.2,0.25,150,457,2060,120.0,0.6,3.1
28.79,0.19,100,300,2060,118.0,0.072,1.88
37.0,0.46,152,315,230,128.5,0.8,2.12
47.3,0.26,105,300,2060,118.0,0.4,0.71
29.6,0.24,152,762,3732,116.0,0.8,1.11
78.0,0.3,152,200,2663,116.0,0.8,2.31
34.0,0.25,70,315,2390,128.5,0.3,3.18
82.4,0.28,194,152,3732,118.0,0.4,1.61
28.79,0.45,194,305,2930,115.2,0.191,1.45
77.0,0.29,100,305,3732,118.0,0.8,1.25
43.0,0.33,194,315,2663,118.0,0.057,1.58
106.0,0.21,105,300,2663,128.5,0.3,2.48
100.0,0.23,105,457,2663,115.2,0.4,0.78
100.0,0.21,70,457,2663,116.0,0.6,1.75
82.4,0.2,100,582,3732,116.0,0.572,1.44
79.6,0.21,150,152,3732,125.7,0.338,1.11
77.0,0.45,70,200,2390,115.2,0.143,1.0
101.18,0.2,100,300,2900,116.0,2.56,2.12
110.2,0.45,194,200,2390,128.5,0.286,1.49
77.0,0.31,100,305,2390,125.7,1.27,1.11
49.4,0.34,152,305,2060,118.0,0.9,0.4
49.4,0.45,150,315,3732,125.7,0.072,2.53
102.0,0.45,105,762,2390,118.0,0.8,2.98
104.5,0.26,150,152,2390,120.0,0.858,0.37
85.9,0.33,100,200,2663,116.0,2.56,0.6
51.1,0.3,150,210,2663,13.6,0.572,2.18
100.0,0.31,100,582,2060,116.0,0.8,1.96
78.5,0.24,105,762,2663,125.7,0.143,0.42
28.79,0.31,105,305,2390,116.0,0.2,3.39
43.0,0.28,105,315,2390,125.7,0.2,0.46
49.4,0.25,100,457,2663,125.7,1.27,0.36
37.2,0.46,105,200,2060,115.2,0.6,0.95
102.2,0.33,105,582,2390,120.0,0.169,3.21
83.0,0.27,105,210,2390,116.0,0.858,0.36
50.64,0.29,150,200,230,116.0,0.9,1.17
80.5,0.25,100,305,2060,125.7,1.2,0.54
35.4,0.2,105,200,2900,125.7,0.338,3.31
85.9,0.2,194,457,230,120.0,0.072,4.78
101.18,0.3,105,200,2060,115.2,0.095,1.17
35.4,0.25,152,200,2900,125.7,1.27,0.46
39.2,0.21,100,152,2060,116.0,2.56,0.93
83.6,0.31,100,450,2390,120.0,0.8,1.3
46.43,0.2,70,210,2390,99.0,0.338,1.44
29.6,0.3,152,582,2663,118.0,0.2,1.95
78.5,0.27,100,582,2663,128.5,0.169,2.95
35.4,0.28,150,200,2060,120.0,0.057,1.06
110.1,0.45,100,300,230,125.7,1.27,3.47
35.5,0.3,70,300,2060,118.0,0.286,2.98
102.2,0.46,152,300,2930,125.7,0.143,2.09
51.1,0.34,152,762,2663,128.5,0.095,1.56
77.2,0.45,70,305,230,99.0,0.169,1.71
119.3,0.27,152,762,3732,128.5,1.27,1.25
79.6,0.21,194,450,2390,115.2,0.338,1.49
83.6,0.25,152,582,2663,115.2,0.095,1.63
101.18,0.31,105,457,2900,118.0,0.338,2.6
106.0,0.29,105,315,3732,116.0,1.27,0.6
50.64,0.21,100,582,2060,13.6,0.057,2.81
101.18,0.27,100,582,2930,125.7,1.2,0.45
29.6,0.24,152,450,2900,118.0,0.858,1.68
119.3,0.19,100,315,2663,118.0,0.6,3.1
101.18,0.31,105,582,2900,120.0,0.9,3.8
35.5,0.26,194,450,2663,128.5,0.8,1.02
102.2,0.35,152,210,2060,13.6,0.191,2.47
106.0,0.25,152,152,2900,118.0,0.143,0.47
80.5,0.35,100,582,2390,115.2,1.2,1.43
110.1,0.2,100,200,230,13.6,1.27,1.09
80.5,0.27,100,305,2390,120.0,1.2,2.48
43.0,0.46,70,315,230,120.0,0.286,1.63
107.3,0.46,100,300,2060,116.0,0.8,2.2
85.9,0.3,194,200,3732,125.7,0.338,1.85
77.0,0.25,100,305,3732,99.0,0.169,3.15
110.1,0.34,152,457,2390,115.2,1.27,1.11
104.5,0.21,100,305,2663,99.0,0.8,3.39
35.5,0.3,150,210,2390,99.0,0.191,2.89
37.2,0.46,150,200,3732,125.7,0.169,2.01
79.6,0.23,152,457,2390,13.6,0.095,1.48
110.2,0.3,152,200,2900,128.5,0.169,2.81
102.2,0.24,70,305,2390,115.2,0.286,0.58
43.0,0.23,194,582,3732,99.0,0.095,0.4
83.0,0.33,152,762,2390,120.0,0.338,2.6
83.0,0.45,152,315,2900,128.5,0.6,4.6
39.0,0.35,100,210,2663,128.5,0.2,1.89
110.1,0.45,194,457,2900,116.0,0.3,3.55
107.3,0.26,194,200,3732,13.6,0.286,2.18
35.4,0.26,194,300,2060,128.5,0.6,2.48
85.9,0.31,105,305,2900,99.0,0.6,0.42
107.3,0.31,70,582,2663,99.0,0.338,1.85
57.5,0.31,100,450,2900,116.0,0.6,1.88
101.18,0.34,152,582,2930,125.7,2.56,0.91
37.2,0.3,152,300,3732,99.0,2.56,4.39
80.5,0.33,70,582,3732,120.0,0.169,1.48
34.0,0.26,70,305,3732,115.2,0.6,1.58
34.0,0.46,152,305,3732,13.6,0.169,2.34
37.2,0.45,152,457,2900,115.2,3.86,2.18
35.4,0.35,70,305,3732,115.2,0.572,0.93
43.0,0.31,152,200,2900,115.2,0.6,0.78
110.1,0.33,105,210,230,125.7,0.338,0.38
77.2,0.27,105,300,230,99.0,0.9,3.68
49.4,0.25,194,200,230,13.6,0.191,0.57
77.0,0.19,105,152,230,116.0,0.057,1.25
74.0,0.31,194,305,2060,99.0,0.4,2.34
85.9,0.23,150,200,2900,13.6,0.507,3.5
49.4,0.35,105,200,2390,118.0,0.057,1.11
79.6,0.34,194,762,2663,99.0,0.191,2.53
107.3,0.35,100,200,3732,115.2,0.8,1.44
51.1,0.46,70,152,2930,118.0,0.095,2.86
104.5,0.23,100,582,2060,128.5,0.338,3.22
29.6,0.27,152,305,3732,128.5,1.27,1.17
100.0,0.23,194,152,2930,128.5,0.8,3.48
102.2,0.34,152,582,2663,116.0,0.2,0.37
46.43,0.45,100,200,2060,125.7,0.572,2.81
29.6,0.19,150,305,2663,120.0,0.169,1.02
28.79,0.31,150,200,230,115.2,0.3,2.38
49.4,0.21,70,762,2663,13.6,0.286,1.87
107.3,0.19,152,315,2060,118.0,0.191,1.9
55.2,0.25,70,315,2930,99.0,0.169,1.08
102.2,0.31,194,315,2900,13.6,0.8,0.89
29.6,0.45,150,582,3732,13.6,0.858,0.63
74.0,0.24,194,300,2060,125.7,0.6,2.96
49.6,0.27,105,200,2060,13.6,0.6,2.38
29.6,0.45,194,200,2930,13.6,0.072,2.11
74.0,0.35,152,200,2390,99.0,0.2,1.9
114.7,0.26,152,200,2390,128.5,0.338,2.48
106.0,0.25,105,200,2060,116.0,0.072,1.64
46.43,0.2,150,200,3732,118.0,0.286,1.56
51.1,0.27,152,457,3732,115.2,0.2,1.96
35.5,0.27,152,305,2900,13.6,0.4,3.68
29.6,0.3,152,152,2060,118.0,2.56,1.56
106.0,0.35,100,210,2900,13.6,0.169,1.61
77.2,0.46,100,200,3732,125.7,0.2,0.95
57.5,0.46,100,305,2390,99.0,0.3,3.55
51.1,0.25,100,210,230,116.0,1.27,0.37
34.0,0.23,105,305,2390,115.2,0.4,3.55
74.0,0.3,194,582,230,128.5,0.9,0.54
50.64,0.2,152,152,2900,120.0,0.858,1.95
85.9,0.26,105,210,2900,128.5,3.86,2.11
78.5,0.34,194,152,2663,13.6,0.6,1.66
119.3,0.24,150,200,2900,125.7,0.4,3.17
46.43,0.19,105,315,2663,120.0,0.191,1.08
43.0,0.33,152,582,2390,128.5,0.191,2.18
37.2,0.2,100,152,3732,116.0,0.3,2.89
49.6,0.34,150,315,2663,115.2,0.3,2.38
49.6,0.31,152,300,2390,128.5,0.858,2.05
49.6,0.45,152,210,2930,125.7,0.4,3.5
78.0,0.29,100,200,2060,115.2,0.095,0.71
80.5,0.27,150,582,3732,120.0,0.6,1.48
109.8,0.21,105,300,2663,128.5,0.8,1.4
110.1,0.31,105,200,2663,128.5,1.2,2.49
35.5,0.28,194,210,3732,125.7,0.169,0.52
101.18,0.19,100,300,2663,118.0,0.9,1.02
47.3,0.31,100,305,230,99.0,2.56,0.58
51.1,0.31,152,200,2060,118.0,0.286,3.11
101.18,0.21,100,315,2663,115.2,0.9,1.64
39.2,0.26,194,450,2390,120.0,0.8,0.45
109.8,0.24,152,450,2900,118.0,0.095,3.68
46.43,0.46,152,305,2390,120.0,0.9,1.64
46.43,0.31,194,762,2663,13.6,0.169,1.11
78.5,0.23,150,450,2390,99.0,0.191,1.25
102.2,0.24,70,305,2930,115.2,0.169,2.18
106.0,0.34,70,152,2060,125.7,0.4,2.07
77.0,0.28,105,457,3732,120.0,0.2,1.98
110.2,0.2,105,305,2930,128.5,0.572,1.98
77.0,0.46,152,315,2900,118.0,0.3,1.66
78.0,0.25,150,315,2390,116.0,0.2,3.4
49.6,0.28,70,210,2663,13.6,0.572,0.4
102.2,0.29,194,457,2060,125.7,0.095,2.01
102.0,0.34,105,457,2930,116.0,0.169,1.58
101.18,0.21,105,210,2060,128.5,0.191,0.88
28.79,0.34,100,762,2663,128.5,0.338,2.18
50.64,0.45,150,200,2900,99.0,0.286,0.89
35.4,0.46,150,305,2060,13.6,0.169,3.55
80.5,0.26,152,305,2930,118.0,0.572,3.15
78.5,0.25,70,200,2390,128.5,0.338,2.07
39.0,0.3,194,315,2663,116.0,0.4,1.68
57.5,0.3,70,300,2390,13.6,0.191,4.39
77.2,0.34,152,305,2060,118.0,0.169,1.9
84.9,0.25,100,315,2900,128.5,0.2,1.17
110.1,0.21,150,582,2900,13.6,0.572,1.97
109.8,0.3,70,152,2900,125.7,0.8,3.45
49.4,0.21,194,200,3732,118.0,0.095,0.6
49.6,0.19,152,300,2663,99.0,3.86,2.07
110.1,0.46,152,582,2060,115.2,0.9,0.6
39.2,0.25,152,762,230,99.0,0.072,1.88
83.6,0.31,152,457,2390,118.0,0.2,2.98
106.0,0.2,100,762,2060,116.0,0.143,2.98
80.5,0.33,194,582,2900,128.5,0.4,2.47
77.9,0.28,100,305,2390,125.7,0.8,0.78
101.18,0.24,100,762,2663,125.7,0.6,2.89
49.4,0.24,150,300,2930,13.6,0.338,2.34
85.9,0.2,194,762,2390,99.0,0.095,3.55
35.4,0.23,100,152,2390,13.6,3.86,3.48
85.9,0.35,194,582,2060,116.0,0.143,1.49
29.6,0.24,194,315,230,116.0,0.057,1.87
77.0,0.31,150,200,2060,118.0,0.507,1.56
77.2,0.34,150,582,3732,116.0,0.095,1.44
78.5,0.35,70,457,2060,116.0,0.4,1.78
37.0,0.29,70,582,2900,120.0,0.3,3.47
78.5,0.45,152,315,2663,118.0,0.3,0.58
84.9,0.31,100,315,2900,128.5,0.4,0.36
35.4,0.25,100,582,230,99.0,0.9,1.11
77.9,0.28,100,457,2390,118.0,0.3,2.32
37.0,0.33,150,152,2930,118.0,0.191,2.01
29.6,0.45,105,210,2900,115.2,0.072,3.5
110.1,0.35,100,152,2060,118.0,0.572,2.98
80.5,0.27,150,457,2060,13.6,0.9,1.02
34.0,0.23,100,582,2663,125.7,1.2,1.15
49.4,0.29,105,315,3732,120.0,0.286,1.29
28.79,0.3,105,582,2900,118.0,1.27,4.6
35.4,0.2,105,200,2060,128.5,0.6,0.95
102.2,0.46,70,457,3732,116.0,0.858,3.39
29.6,0.21,152,582,2060,99.0,0.169,1.56
102.0,0.34,152,152,2930,116.0,2.56,0.71
35.4,0.25,105,210,2390,128.5,0.072,1.88
119.3,0.26,100,210,230,13.6,2.56,1.49
110.1,0.19,105,315,2060,125.7,0.286,2.21
29.6,0.3,100,315,2663,99.0,0.095,3.68
104.5,0.24,194,315,2390,118.0,0.143,0.54
49.6,0.23,105,200,2390,128.5,0.9,0.36
35.5,0.25,150,457,2663,128.5,0.6,2.96
77.2,0.24,194,457,2390,99.0,0.3,3.01
28.79,0.25,100,152,2390,115.2,0.095,0.53
109.8,0.31,150,582,2060,125.7,0.9,2.33
114.7,0.19,150,305,2930,99.0,0.286,1.96
39.0,0.29,150,200,2900,99.0,1.27,0.47
77.0,0.35,194,210,2663,13.6,0.4,3.01
28.79,0.19,152,762,3732,116.0,0.143,1.49
39.2,0.35,105,582,2060,13.6,0.572,1.45
100.0,0.35,70,210,3732,118.0,0.3,2.01
29.6,0.23,150,200,2060,125.7,0.095,3.11
107.3,0.19,194,582,3732,116.0,0.8,0.45
47.3,0.25,105,762,2900,13.6,0.143,1.71
35.5,0.26,150,582,2663,128.5,0.2,2.89
49.6,0.27,152,315,3732,118.0,0.3,1.95
101.18,0.29,100,305,2663,99.0,0.572,3.48
77.9,0.46,100,300,2663,125.7,0.6,2.96
46.43,0.23,100,762,3732,13.6,0.191,0.63
107.3,0.29,105,762,3732,125.7,0.143,2.47
43.0,0.45,105,152,2663,116.0,2.56,1.45
39.2,0.2,152,152,2900,99.0,0.057,2.21
78.0,0.29,152,152,2900,118.0,0.507,2.47
39.2,0.46,150,210,2930,118.0,2.56,1.64
80.5,0.28,100,762,2390,116.0,0.8,3.21
77.9,0.46,100,300,230,99.0,0.143,2.11
107.3,0.21,100,152,230,13.6,0.338,0.39
74.0,0.33,100,762,2663,115.2,0.169,1.58
39.0,0.21,105,457,3732,120.0,0.858,1.75
79.6,0.34,194,300,230,128.5,0.057,1.58
39.2,0.34,70,152,2390,128.5,0.072,1.42
47.3,0.24,194,315,3732,120.0,0.572,2.05
106.0,0.27,152,305,2663,118.0,0.6,0.46
28.79,0.25,194,300,3732,120.0,0.191,0.42
84.9,0.3,150,315,2060,120.0,0.338,0.93
47.3,0.35,70,152,2663,116.0,0.572,1.97
101.18,0.2,194,457,2060,125.7,0.3,3.01
79.6,0.2,152,200,2900,13.6,0.858,2.23
84.9,0.25,152,762,2390,128.5,0.338,2.53
37.2,0.23,152,450,230,125.7,0.858,1.45
29.6,0.27,100,300,2060,99.0,0.9,2.11
35.5,0.31,100,152,2900,99.0,0.6,2.89
82.4,0.26,150,305,2390,125.7,0.507,3.17
49.6,0.29,152,305,2900,116.0,0.8,3.5
85.9,0.25,100,210,2663,125.7,2.56,0.57
83.6,0.21,194,152,2900,13.6,0.8,1.71
39.0,0.3,100,582,2060,118.0,0.095,0.57
110.1,0.31,70,200,2390,13.6,0.572,2.23
74.0,0.25,100,210,230,120.0,0.4,1.98
78.0,0.25,105,300,2900,120.0,0.286,2.06
